CompoundID,InChIKey,SMILES,logS,logP,MW
C1711,ACTIUHUUMQJHFO-UPTCCGCDSA-N,COC1=C(OC)C(=O)C(=C(C1=O)C/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)\C)\C)\C)\C)\C)\C)C,-18.21769274,17.8539,863.344
C1712,CQISYTXUORWJSX-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)Nc1ccc(cc1)NC(=O)CCCCCCCCCCCCCCCCC,-17.46845707,14.2326,641.065
C1713,UXPYIAWFQKSHNV-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCCCCOC(=O)CCCCCCCCCCCCCCC,-16.25939172,11.8156,566.939
C1718,RYROWNOHCUSOKT-UHFFFAOYSA-N,Brc1ccc(nc1)OCCCCCCCCCCNCCSSCCNCCCCCCCCCCOc1ccc(cn1)Br.Cl.Cl,-14.5490503,12.6474,849.694
C1721,SYKKEUORZVAILP-XPXLQCACSA-N,CCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCCCCCC)CCCCCCCC.[Cl-],-13.61935865,6.224,545.282
C1722,XVQDYVLXIXMLOS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCOC(=O)c1ccc(c(c1)N(CCCl)CCCl)C,-13.45141192,9.3072,514.611
C1725,ZPBNOWWJKRKBEV-YZMZVZPOSA-N,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C2=O)c2C(=O)/C(=C/NOCCCc4ccccc4)/C(=C(c2c(c3C)O)O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]1C)OC(=O)C)C)O)C)O)C)/C,-12.83707405,6.5479,858.969
C1726,SKEVFVQMAFMKEM-DYNGLPSQSA-N,CCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCCCCC)CCCCCCC.[Cl-],-12.5769707,5.4438,517.229
C1727,ZAKOWWREFLAJOT-CEFNRUSXSA-N,C[C@@H](CCC[C@]1(C)CCc2c(O1)c(C)c(c(c2C)OC(=O)C)C)CCC[C@@H](CCCC(C)C)C,-12.55736392,9.0599,472.743
C1728,VFBJXXJYHWLXRM-UHFFFAOYSA-N,O=C(CCc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)OCCSCCOC(=O)CCc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C,-12.15015633,8.6728,642.929
C1729,GSMFFPAGZVRAPY-VLSXRWFESA-N,CCCCCCCC[NH+](C(=N)c1ccc(c2c1cccc2)OCCCC)CCCCCCCC.[Cl-],-12.05632873,5.0537,503.202
C1731,PZPPOCZWRGNKIR-PNVYSBBASA-N,OC[C@]12SS[C@]3(N(C1=O)[C@H]1Nc4c([C@]1(C3)[C@@]13C[C@]56N([C@H]3Nc3c1cccc3)C(=O)[C@](SS5)(N(C6=O)C)CO)cccc4)C(=O)N2C,-11.97802288,1.3616,696.84
C1733,VWZAGCZUPZKTET-UHFFFAOYSA-N,OS(=O)(=O)O.CCCCN(CCCC)CCCOC(=O)c1ccc(cc1)N.CCCCN(CCCC)CCCOC(=O)c1ccc(cc1)N,-11.85315733,9.0262,710.964
C1735,AVBZMYRNHKNVAW-DSPABWSOSA-N,CCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCCCC)CCCCCC.[Cl-],-11.53413709,4.6636,489.176
C1746,DDWKCBUSQTZBMR-UHFFFAOYSA-N,N#CC(c1cccc2c1cccc2)(CCN(CC=C(C)C)CC=C(C)C)CCN(CC=C(C)C)CC=C(C)C,-11.02187123,8.85018,525.81
C1747,WIYZZHWXZCULNY-DHKWPOFJSA-N,CCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCCCC)CCCCCC.[Cl-],-11.01502535,4.2735,475.149
C1748,ZLHXGWFOXJVXPN-DHKWPOFJSA-N,CCCCCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCC)CCCC.[Cl-],-11.01502535,4.2735,475.149
C1754,USDIZUOMBXWPLQ-FJBFXRHMSA-N,CCCCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCC)CCCC.[Cl-],-10.49356261,3.8834,461.123
C1755,CNYRGVIFIXLHHK-FJBFXRHMSA-N,CCCCCCC[NH+](C(=N)c1ccc(c2c1cccc2)OCCC)CCCCCCC.[Cl-],-10.49356261,3.8834,461.123
C1756,DLVULIKDGUJXMV-UHFFFAOYSA-N,Brc1ccc(nc1)OCCCCCCNCCSSCCNCCCCCCOc1ccc(cn1)Br.Cl.Cl,-10.38202647,9.5266,737.481
C1764,PXBIAYSAZBFYQQ-LXCLTORNSA-N,CCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCCC)CCCCC.[Cl-],-9.974630214,3.4933,447.096
C1765,IQOILDYEBKDJQN-LXCLTORNSA-N,CCCCCC[NH+](C(=N)c1ccc(c2c1cccc2)OCCCC)CCCCCC.[Cl-],-9.974630214,3.4933,447.096
C1766,HWNQHNPAOQSMFI-LXCLTORNSA-N,CCCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCC)CCCC.[Cl-],-9.974630214,3.4933,447.096
C1767,SRGLANFDNQAVFW-LXCLTORNSA-N,CCCCCCC[NH+](C(=N)c1ccc(c2c1cccc2)OCC)CCCCCCC.[Cl-],-9.974630214,3.4933,447.096
C1776,OBZHEBDUNPOCJG-SMVPYXKTSA-N,O=C(O[C@H]1CC[C@]2(C(C1(C)C)CC[C@@]1([C@@H]2C(=O)C=C2[C@@]1(C)CC[C@@]1([C@@H]2C[C@@](C)(CC1)C(=O)O)C)C)C)CCC(=O)O,-9.689760328,6.8283,570.757
C1781,QBEFIFWEOSUTKV-UHFFFAOYSA-N,CCCCCC(C(c1cc(O)c2c(c1)OC(C1=C2CC(C)CC1)(C)C)C)C,-9.471968448,7.4567,370.568
C1783,PJGOWSFDWNQUOK-JTHROIFXSA-N,CCCCCCC[NH+](C(=N)c1ccc(c2c1cccc2)OC)CCCCCCC.[Cl-],-9.454721532,3.1032,433.07
C1784,VCZAWDPRDDWJMS-JTHROIFXSA-N,CCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCCC)CCCCC.[Cl-],-9.454721532,3.1032,433.07
C1785,NSMHQGXGMBMVIK-JTHROIFXSA-N,CCCCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCC)CCC.[Cl-],-9.454721532,3.1032,433.07
C1786,GXFHMHYIPXHRDE-JTHROIFXSA-N,CCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCC)CCCC.[Cl-],-9.454721532,3.1032,433.07
C1793,RJEKQCDPXXLTSK-UHFFFAOYSA-N,Brc1ccc(nc1)OCCCCCNCCSSCCNCCCCCOc1ccc(cn1)Br.Cl.Cl,-9.34170213,8.7464,709.428
C4,VPUGDVKSAQVFFS-UHFFFAOYSA-N,c1cc2ccc3c4c2c2c1ccc1c2c2c4c(cc3)ccc2cc1,-9.3299999,6.9192,300.352
C1794,WYQWZFORYHRFBW-UHFFFAOYSA-N,Clc1ccc(nc1)OCCCCCCNCCSSCCNCCCCCCOc1ccc(cn1)Cl.Cl.Cl,-9.321997031,9.3084,648.579
C1795,HSTCMJJFYYQQRG-UHFFFAOYSA-N,COc1ccc2c(c1)c(CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O)c(n2C(=O)c1ccc(cc1)Cl)C,-9.267501588,6.3657,597.999
C1796,IWYNVAJACBPVLT-UHFFFAOYSA-N,Nc1cc(C)[n+](c2c1cccc2)CCCCCCCCCC[n+]1c(C)cc(c2c1cccc2)N.[O-]C(=O)C.[O-]C(=O)C,-9.25298603,4.845,574.753
C1806,VGEBLZDDRJDVDP-AKAIEBDOSA-N,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C2=O)c2C(=O)/C(=C/NN4CCNCC4)/C(=C(c2c(c3C)O)O)NC(=O)/C(=C/C=C/[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]1C)OC(=O)C)C)O)C)O)C)/C,-9.067175576,4.0704,808.914
C1809,RMIVRCBSQPCSCQ-BDANYOJNSA-N,COC(=O)[C@@]1(C)CC[C@]2([C@@H](C1)C1=CC(=O)[C@H]3[C@@]([C@@]1(CC2)C)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C,-8.94198208,6.501,484.71
C1811,PBYJDHRFPFHVKZ-OQKDUQJOSA-N,CCCCCCOc1ccc(c2c1cccc2)C(=N)N(CCCC)CCCC.Cl,-8.933846013,7.9282,419.043
